StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q2_8_TEXT,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_27,Q7_14,Q7_15,Q7_16,Q7_18,Q7_26,Q7_19,Q7_29,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11,Q12,Q12_6_TEXT,Q13,Q14,Q14_3_TEXT,Q15_1_x,Q15_1_y,Q17,Q18,Q18_8_TEXT,Q26,Q26_4_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q24_7_TEXT
2022-03-28 13:02:08,2022-03-28 13:05:14,IP Address,100,185,True,2022-03-28 13:05:14,R_XiYWgx0x28KaaMp,qr,EN,Walk,,08:55,18:29,Yes,"Cost,Privacy,Flexibility,Exercise,Personal preference",,5,,,2,,4,,,3,1,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2788,2444,"Brooklyn Park, MN, USA","Drive alone or with siblings,Carpool with peers,School bus",,Female,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-28 13:02:30,2022-03-28 13:06:43,IP Address,100,252,True,2022-03-28 13:06:43,R_1i5pOw7HH00dlO8,qr,EN,The Ryde shuttle bus,,09:10,17:40,Yes,"Cost,Distance,Mode availabililty,Travel Time",,4,,,,,,1,,,,2,3,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2870,2356,"Bountiful UT USA ",Drive alone or with siblings,,Female,,No,No,Education,,"Yes, on campus",Master's degree,
2022-03-28 13:11:20,2022-03-28 13:14:56,IP Address,100,215,True,2022-03-28 13:14:56,R_31t2B4K3vOya2ur,qr,EN,Walk,,09:45,14:00,Yes,"Parking availabliity,Exercise",1,,,,,,,,,2,,,,,,Senior,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2005,1641,"Victor, ID, USA",Drive alone or with siblings,,Male,,Yes,No,Engineering,,"Yes, off campus",Bachelor's degree,
2022-03-28 13:19:33,2022-03-28 13:23:22,IP Address,100,228,True,2022-03-28 13:23:22,R_3nuEozoc3OGITDF,qr,EN,Walk,,10:02,18:40,Yes,"Parking availabliity,Cost,Convenience,Travel Time,Environmental concerns",5,2,4,,,,,,,,,,1,3,,Senior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2019,1537,"Enid, Oklahoma","Drive alone or with siblings,Dropped off by parent or guardian,School bus,Walk",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-28 12:00:35,2022-03-28 14:00:34,IP Address,100,7198,True,2022-03-28 14:00:34,R_1d18JcXGweSqiUY,qr,EN,Drive alone,,04:45,18:30,Yes,"Flexibility,Mode availabililty",,,,,,,2,,,,,1,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1916,1277,"Mckinney, Texas, United States ",Drive alone or with siblings,,Male,,No,No,Business,,"Yes, on campus",Bachelor's degree,
2022-03-28 13:57:39,2022-03-28 14:29:11,IP Address,100,1891,True,2022-03-28 14:29:11,R_1jBWuCSmWlJBjGT,qr,EN,UTA Transit (incl. UVX Bus),,11:00,15:00,Yes,"Parking availabliity,Cost,Convenience,Personal preference,Environmental concerns",1,3,2,,,,,,,,5,,,4,,Graduate student,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2235,3027,"Guilford, Connecticut","Drive alone or with siblings,School bus",,Female,,Yes,No,Humanities,,"Yes, on campus",Bachelor's degree,
2022-03-28 11:50:32,2022-03-28 15:02:37,IP Address,100,11524,True,2022-03-28 15:02:37,R_1C17skPvv16Ck5n,qr,EN,Walk,,09:00,18:07,Yes,"Parking availabliity,Cost,Distance,Exercise,Environmental concerns",2,1,,,,,,3,,4,,,,5,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1839,1980,,,,,,,,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-28 15:35:08,2022-03-28 15:38:59,IP Address,100,230,True,2022-03-28 15:39:00,R_2dvaabLtCBI7Gop,qr,EN,Walk,,11:00,17:00,Yes,"Convenience,Distance,Personal preference,Travel Time,Environmental concerns",,,2,,,,,4,,,3,,5,1,,Sophomore,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2480,2253,"Kennewick,Wa, USA","Drive alone or with siblings,School bus",,Female,,No,No,Life Sciences,,"Yes, off campus",Master's degree,
2022-03-28 15:46:46,2022-03-28 15:52:43,IP Address,100,357,True,2022-03-28 15:52:43,R_2sQGCMIONDJqx9J,qr,EN,Walk,,,18:30,No,"Flexibility,Distance,Health,Exercise,Mode availabililty",,,,,,,4,5,3,2,,1,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2443,2413,"Dublin, Ohio, USA","Carpool with peers,Dropped off by parent or guardian,School bus,Bicycle, scooter, skateboard, etc.,Walk",,Male,,No,No,Business,,"Yes, both on and off campus",Doctorate or professional degree,
2022-03-28 16:28:33,2022-03-28 16:32:10,IP Address,100,216,True,2022-03-28 16:32:10,R_3PcTyfbhHiGtm9i,qr,EN,Drive alone,,08:45,20:00,Yes,"Safety,Weather",,,,2,,1,,,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2832,2294,"Monroe, Michigan, USA","Drive alone or with siblings,Carpool with peers,School bus",,Male,,No,No,Life Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 09:59:40,2022-03-29 10:02:05,IP Address,100,145,True,2022-03-29 10:02:06,R_3J93pZNA0JILDgQ,qr,EN,Walk,,09:00,19:15,No,"Parking availabliity,Cost,Convenience,Distance,Exercise",1,2,3,,,,,4,,5,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2391,2241,"Rexburg, Idaho","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 10:02:03,2022-03-29 10:04:03,IP Address,100,119,True,2022-03-29 10:04:03,R_2thAMicIMRDGNK1,qr,EN,The Ryde shuttle bus,,09:50,20:00,No,"Convenience,Mode availabililty",,,2,,,,,,,,,1,,,,Sophomore,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Wyview Park,,,,,,,Ohio,Dropped off by parent or guardian,,Male,,No,No,Life Sciences,,No,Bachelor's degree,
2022-03-29 10:00:39,2022-03-29 10:04:33,IP Address,100,233,True,2022-03-29 10:04:33,R_21mMxReJJ30nbSd,qr,EN,Walk,,08:57,18:01,No,"Cost,Convenience,Weather,Distance,Travel Time",,4,3,,,5,,1,,,,,2,,,Graduate student,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1980,1665,"Russia ","Public transportation,Walk",,Female,,No,No,Education,,"Yes, on campus",Bachelor's degree,
2022-03-29 10:07:11,2022-03-29 10:15:06,IP Address,100,474,True,2022-03-29 10:15:06,R_1FbqHharUPehzSD,qr,EN,Walk,,08:00,10:30,Yes,"Parking availabliity,Cost,Convenience,Exercise",1,2,4,,,,,,,3,,,,,,Freshman,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,,,Arizona,Drive alone or with siblings,,Female,,No,No,Life Sciences,,"Yes, off campus",Bachelor's degree,
2022-03-29 10:15:12,2022-03-29 10:18:23,IP Address,100,190,True,2022-03-29 10:18:23,R_25XVeCUbb9ZJWLH,qr,EN,Walk,,,08:30,Yes,"Parking availabliity,Convenience,Distance",1,,3,,,,,2,,,,,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On-campus housing,Heritage Halls,,,,,,,"American Fork, UT",Drive alone or with siblings,,Male,,No,No,Life Sciences,,"Yes, on campus",Some college,
2022-03-29 10:19:44,2022-03-29 10:22:20,IP Address,100,155,True,2022-03-29 10:22:20,R_1FtgJ10nnuKVsGA,qr,EN,Walk,,10:00,19:00,No,"Parking availabliity,Convenience,Weather,Distance,Personal preference",5,,2,,,4,,3,,,1,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off-campus BYU-contracted housing,,,,Provo,,2415,2288,"Amman, Jordan",Drive alone or with siblings,,Male,,No,No,Business,,,Master's degree,
2022-03-29 10:29:51,2022-03-29 10:33:18,IP Address,100,206,True,2022-03-29 10:33:18,R_32Xz8ed8tBqwrxy,qr,EN,Walk,,07:40,17:00,Yes,"Cost,Distance,Travel Time,Environmental concerns",,1,,,,,,2,,,,,4,3,,Senior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Kearns, Utah, USA","Drive alone or with siblings,Carpool with peers",,Female,,Yes,"Yes, 1","Family, Home, and Social Sciences",,"Yes, on campus",No college/post-secondary education,
2022-03-29 10:34:45,2022-03-29 10:36:59,IP Address,100,133,True,2022-03-29 10:36:59,R_10C4qjQrUg8UbVT,qr,EN,Walk,,10:30,10:30,Yes,"Cost,Convenience,Distance,Personal preference,Mode availabililty",,4,2,,,,,1,,,3,5,,,,Freshman,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,,Drive alone or with siblings,,Male,,No,No,Business,,,Bachelor's degree,
2022-03-29 10:37:38,2022-03-29 10:40:21,IP Address,100,163,True,2022-03-29 10:40:22,R_3G9g91NMhNSbERl,qr,EN,Walk,,09:20,17:00,No,"Convenience,Distance,Exercise,Travel Time,Environmental concerns",,,3,,,,,1,,4,,,2,5,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2236,2266,"Layton, UT USA","Drive alone or with siblings,Carpool with peers",,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Master's degree,
2022-03-29 10:37:37,2022-03-29 10:40:31,IP Address,100,173,True,2022-03-29 10:40:31,R_3sntGMX1nq54pZn,qr,EN,Walk,,09:30,16:00,No,"Cost,Convenience,Mode availabililty",,3,2,,,,,,,,,1,,,,Freshman,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,WA state,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Male,,No,No,Engineering,,No,Bachelor's degree,
2022-03-29 10:39:36,2022-03-29 10:41:37,IP Address,100,120,True,2022-03-29 10:41:37,R_3kncRyukPhjQ7wH,qr,EN,Drive alone,,08:20,14:00,Yes,"Convenience,Weather,Flexibility,Distance,Personal preference",,,1,,,2,3,4,,,5,,,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1886,2301,"Kailua Kona, Hawaii, USA",Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, off campus",No college/post-secondary education,
2022-03-29 10:41:31,2022-03-29 10:43:27,IP Address,100,116,True,2022-03-29 10:43:28,R_3GDmqX9qNiW5vWe,qr,EN,Carpool,,08:00,20:00,Yes,Weather,,,,,,1,,,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2298,2440,"Las Vegas, NV","Carpool with peers,Walk",,Male,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Bachelor's degree,
2022-03-29 10:41:28,2022-03-29 10:44:19,IP Address,100,170,True,2022-03-29 10:44:19,R_1gHLmE74HrIU8bS,qr,EN,Walk,,08:40,18:00,No,"Cost,Convenience",,2,1,,,,,,,,,,,,,Freshman,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On-campus housing,Helaman Halls,,,,,,,"Folsom, California, US","Drive alone or with siblings,Carpool with peers,Other (specify):","I was homeschooled so only to seminary ",Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Doctorate or professional degree,
2022-03-29 10:41:13,2022-03-29 10:45:22,IP Address,100,249,True,2022-03-29 10:45:23,R_2QKyoilmOHySk5O,qr,EN,Walk,,08:00,17:00,Yes,"Convenience,Flexibility,Distance,Personal preference,Travel Time",,,3,,,,4,1,,,5,,2,,,Sophomore,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2629,2091,"Eagle, Idaho, United States","Drive alone or with siblings,Dropped off by parent or guardian",,Male,,No,No,Life Sciences,,No,Doctorate or professional degree,
2022-03-29 10:43:15,2022-03-29 10:46:27,IP Address,100,192,True,2022-03-29 10:46:28,R_31u3fpITl3Nrlp3,qr,EN,The Ryde shuttle bus,,09:40,11:00,Yes,"Parking availabliity,Convenience,Flexibility,Travel Time",1,,4,,,,2,,,,,,3,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2797,2391,"Cedar City, Utah","Drive alone or with siblings,School bus",,Female,,No,No,Other/Undeclared,,"Yes, on campus",Master's degree,
2022-03-29 10:43:34,2022-03-29 10:46:27,IP Address,100,173,True,2022-03-29 10:46:28,R_T2fQ8nKWVyxaiid,qr,EN,Walk,,09:30,10:45,No,"Distance,Exercise,Personal preference",,,,,,,,1,,3,2,,,,,Freshman,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2153,2082,Yakima WA,Drive alone or with siblings,,Female,,No,No,Education,,"Yes, off campus",Master's degree,
2022-03-29 10:44:39,2022-03-29 10:48:00,IP Address,100,200,True,2022-03-29 10:48:00,R_2dg2dlkXHQ5nLVz,qr,EN,Walk,,09:20,16:00,Yes,"Parking availabliity,Cost,Convenience",1,3,2,,,,,,,,,,,,,Sophomore,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2426,2356,"California ",Drive alone or with siblings,,Male,,No,No,Engineering,,No,Master's degree,
2022-03-29 10:46:24,2022-03-29 10:48:21,IP Address,100,117,True,2022-03-29 10:48:22,R_efjJruaNxCuxH3P,qr,EN,Walk,,07:30,16:30,Yes,"Parking availabliity,Convenience,Distance,Health,Exercise",1,,3,,,,,2,4,5,,,,,,Sophomore,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,,,Australia,Drive alone or with siblings,,Male,,No,No,Engineering,,"Yes, on campus",No college/post-secondary education,
2022-03-29 10:46:58,2022-03-29 10:49:46,IP Address,100,168,True,2022-03-29 10:49:46,R_2R3AkbJ9gyRyuXm,qr,EN,Walk,,09:00,17:00,Yes,"Parking availabliity,Exercise",1,,,,,,,,,2,,,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Wymount Terrace,,,,,,,"Oregon ",Drive alone or with siblings,,Male,,Yes,"Yes, 1",Life Sciences,,"Yes, on campus",Doctorate or professional degree,
2022-03-29 10:46:35,2022-03-29 10:50:16,IP Address,100,220,True,2022-03-29 10:50:16,R_z13GjGjxJrqfyi5,qr,EN,Walk,,09:30,11:00,Yes,"Parking availabliity,Convenience,Distance,Travel Time",1,,2,,,,,3,,,,,4,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Provo,,2461,2301,"Los Angeles, CA, USA",Drive alone or with siblings,,Female,,No,No,Business,,"Yes, off campus",Master's degree,
2022-03-29 10:49:11,2022-03-29 10:51:03,IP Address,100,112,True,2022-03-29 10:51:03,R_2AKVLBlo4lZ5mML,qr,EN,Dropped off by someone else,,09:15,18:00,Yes,Mode availabililty,,,,,,,,,,,,1,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Orem,,,,"Littleton, CO, USA",Drive alone or with siblings,,Male,,Yes,"Yes, 1",Engineering,,"Yes, on campus",Master's degree,
2022-03-29 10:49:18,2022-03-29 10:51:04,IP Address,100,105,True,2022-03-29 10:51:05,R_24cKdtvBcFaBacl,qr,EN,Walk,,08:00,17:30,No,,,,,,,,,,,,,,,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2608,2227,"Midland Texas ",Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,No,Master's degree,
2022-03-29 10:48:32,2022-03-29 10:51:08,IP Address,100,155,True,2022-03-29 10:51:08,R_2pQSr6q0aDAkVJk,qr,EN,UTA Transit (incl. UVX Bus),,07:44,17:49,No,"Health,Environmental concerns",,,,,,,,,2,,,,,1,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Springville,,,,"Maryville, MO","Carpool with peers,Dropped off by parent or guardian,Walk",,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Doctorate or professional degree,
2022-03-29 10:50:09,2022-03-29 10:52:57,IP Address,100,167,True,2022-03-29 10:52:57,R_3QSJEQ9vKTnw4UM,qr,EN,Walk,,08:45,17:00,Yes,"Parking availabliity,Convenience,Distance,Exercise",4,,2,,,,,1,,3,,,,,,Sophomore,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2837,2285,"Brentwood, Tennessee, USA ",Drive alone or with siblings,,Male,,No,No,Life Sciences,,"Yes, off campus",Master's degree,
2022-03-29 10:50:00,2022-03-29 10:53:09,IP Address,100,189,True,2022-03-29 10:53:10,R_z10NtP88SCtAi77,qr,EN,Walk,,07:30,15:00,No,"Convenience,Distance,Mode availabililty,Travel Time,Environmental concerns",,,3,,,,,1,,,,2,5,4,,Freshman,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On-campus housing,Heritage Halls,,,,,,,"Boise, Idaho, United states","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,No,No,Physical and Mathematical Sciences,,"Yes, on campus",Master's degree,
2022-03-29 10:50:46,2022-03-29 10:53:12,IP Address,100,145,True,2022-03-29 10:53:12,R_1ifIDBF9LH69rE2,qr,EN,Walk,,09:15,15:30,Yes,Parking availabliity,1,,,,,,,,,,,,,,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1421,1624,Arvada Colorado US,Drive alone or with siblings,,Non-binary / third gender,,No,No,Humanities,,"Yes, both on and off campus",Master's degree,
2022-03-29 10:51:06,2022-03-29 10:54:16,IP Address,100,190,True,2022-03-29 10:54:16,R_1r1xVepyCbzrZ5W,qr,EN,Walk,,09:20,16:00,No,"Convenience,Weather,Exercise,Personal preference,Mode availabililty",,,3,,,4,,,,5,1,2,,,,Sophomore,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1985,2153,"Orem, UT ",Walk,,Female,,No,No,Humanities,,No,Doctorate or professional degree,
2022-03-29 10:50:53,2022-03-29 10:55:10,IP Address,100,256,True,2022-03-29 10:55:10,R_6LhWtv7jYDiyLVT,qr,EN,Walk,,07:50,18:30,Yes,"Parking availabliity,Convenience,Distance,Personal preference",3,,4,,,,,2,,,1,,,,,Sophomore,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2200,2324,"Portland, Oregon, USA",Drive alone or with siblings,,Male,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Master's degree,
2022-03-29 10:51:18,2022-03-29 10:55:52,IP Address,100,274,True,2022-03-29 10:55:53,R_2PclOwlZrq11qyM,qr,EN,The Ryde shuttle bus,,07:50,16:35,Yes,"Convenience,Flexibility,Distance,Mode availabililty,Environmental concerns",,,1,,,,3,5,,,,2,,4,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2837,2404,"Littleton, Colorado, US","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",,Female,,No,No,Fine Arts and Communications,,"Yes, on campus",Master's degree,
2022-03-29 10:53:16,2022-03-29 10:56:09,IP Address,100,173,True,2022-03-29 10:56:10,R_1CkCrh2yQZGpc15,qr,EN,"Bicycle, scooter, skateboard, etc.",,09:00,03:53,No,"Cost,Weather,Personal preference,Travel Time,Environmental concerns",,1,,,,5,,,,,3,,4,2,,Senior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2744,494,"West Jordan, Utah, USA","Dropped off by parent or guardian,Bicycle, scooter, skateboard, etc.,Walk",,Male,,No,No,Humanities,,"Yes, off campus",Bachelor's degree,
2022-03-29 10:54:22,2022-03-29 10:56:19,IP Address,100,117,True,2022-03-29 10:56:22,R_2QEDseSIH6BsbBW,qr,EN,Drive alone,,09:30,01:10,Yes,"Convenience,Flexibility,Travel Time",,,2,,,,1,,,,,,3,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Non-BYU-contracted housing (including with family),,,,Other (specify):,Herriman,,,"Herriman, utah, usa",Drive alone or with siblings,,Male,,No,No,Nursing,,"Yes, off campus",Associate's degree,
2022-03-29 10:52:46,2022-03-29 10:56:24,IP Address,100,217,True,2022-03-29 10:56:27,R_um4YWEELC0vOCit,qr,EN,UTA Transit (incl. UVX Bus),,09:20,14:59,Yes,"Cost,Convenience,Exercise,Mode availabililty",,1,3,,,,,,,4,,2,,,,Junior,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1509,1216,"Fort Worth, TX","Dropped off by parent or guardian,School bus",,Male,,No,No,Business,,"Yes, off campus",Doctorate or professional degree,
2022-03-29 10:56:53,2022-03-29 10:58:08,IP Address,100,74,True,2022-03-29 10:58:08,R_2zegeKOs4FA8tCH,qr,EN,Walk,,10:00,15:14,No,"Weather,Distance",,,,,,2,,1,,,,,,,,Sophomore,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,2771,2232,Provo,Walk,,Male,,No,No,Physical and Mathematical Sciences,,No,Doctorate or professional degree,
2022-03-29 10:56:05,2022-03-29 10:58:45,IP Address,100,159,True,2022-03-29 10:58:45,R_2zcJ5ONplH2PcEB,qr,EN,UTA Transit (incl. UVX Bus),,07:30,07:20,Yes,"Cost,Convenience,Distance,Travel Time",,1,3,,,,,2,,,,,4,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Non-BYU-contracted housing (including with family),,,,Other (specify):,Riverton,,,"Riverton, Utah, United States","Drive alone or with siblings,Dropped off by parent or guardian,Bicycle, scooter, skateboard, etc.,Walk",,Female,,No,No,Other/Undeclared,,"Yes, off campus",Some college,
2022-03-29 10:55:47,2022-03-29 10:58:59,IP Address,100,191,True,2022-03-29 10:59:00,R_1QKo2pZzdn79rz7,qr,EN,Walk,,07:50,11:00,Yes,"Parking availabliity,Convenience,Distance,Exercise",4,,1,,,,,2,,3,,,,,,Junior,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On-campus housing,Helaman Halls,,,,,,,"Kansas City, MO, USA",Drive alone or with siblings,,Male,,No,No,Life Sciences,,No,Master's degree,
2022-03-29 10:55:11,2022-03-29 10:59:10,IP Address,100,239,True,2022-03-29 10:59:10,R_3FIGG5ESFL5Dfyl,qr,EN,Drive alone,,08:50,11:30,Yes,"Convenience,Flexibility,Distance,Travel Time",,,4,,,,3,2,,,,,1,,,Junior,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off-campus BYU-contracted housing,,,,Provo,,1888,1668,"Houston, TX",Dropped off by parent or guardian,,Female,,No,No,Fine Arts and Communications,,"Yes, both on and off campus",Bachelor's degree,
2022-03-29 10:57:17,2022-03-29 10:59:26,IP Address,100,129,True,2022-03-29 10:59:27,R_AibjgoFWRqdx5eN,qr,EN,The Ryde shuttle bus,,07:40,17:00,Yes,"Convenience,Distance,Travel Time",,,1,,,,,3,,,,,2,,,Junior,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On-campus housing,Foreign Language Student Residence (FLSR),,,,,,,Pleasant Grove Utah USA,Drive alone or with siblings,,Female,,No,No,"Family, Home, and Social Sciences",,"Yes, on campus",Bachelor's degree,
